Year;Month;Day;match;home_team;away_team;home_score;away_score;tournament;city;country;latitude;longitude;neutral;Winner;Loser;SG;Brasil
2018;6;28;Senegal 0 x 1 Colombia;Senegal;Colombia;0;1;FIFA World Cup;Samara;Russia;;;TRUE;Colombia;Senegal;1;#N/D
2018;6;28;Panama 1 x 2 Tunisia;Panama;Tunisia;1;2;FIFA World Cup;Saransk;Russia;;;TRUE;Tunisia;Panama;1;#N/D
2018;6;28;England 0 x 1 Belgium;England;Belgium;0;1;FIFA World Cup;Kaliningrad;Russia;;;TRUE;Belgium;England;1;#N/D
2018;6;30;France 4 x 3 Argentina;France;Argentina;4;3;FIFA World Cup;Kazan;Russia;;;TRUE;France;Argentina;1;#N/D
2018;6;30;Uruguay 2 x 1 Portugal;Uruguay;Portugal;2;1;FIFA World Cup;Sochi;Russia;;;TRUE;Uruguay;Portugal;1;#N/D
2018;7;1;Russia 1 x 1 Spain;Russia;Spain;1;1;FIFA World Cup;Moscow;Russia;;;FALSE;Draw;Draw;0;#N/D
2018;7;1;Croatia 1 x 1 Denmark;Croatia;Denmark;1;1;FIFA World Cup;Nizhny Novgorod;Russia;;;TRUE;Draw;Draw;0;#N/D
2018;7;2;Brazil 2 x 0 Mexico;Brazil;Mexico;2;0;FIFA World Cup;Samara;Russia;;;TRUE;Brazil;Mexico;2;BR
2018;7;2;Belgium 3 x 2 Japan;Belgium;Japan;3;2;FIFA World Cup;Rostov-on-Don;Russia;;;TRUE;Belgium;Japan;1;#N/D
2018;7;3;Sweden 1 x 0 Switzerland;Sweden;Switzerland;1;0;FIFA World Cup;Saint Petersburg;Russia;;;TRUE;Sweden;Switzerland;1;#N/D
2018;7;3;Colombia 1 x 1 England;Colombia;England;1;1;FIFA World Cup;Moscow;Russia;;;TRUE;Draw;Draw;0;#N/D
2018;7;6;Uruguay 0 x 2 France;Uruguay;France;0;2;FIFA World Cup;Nizhny Novgorod;Russia;;;TRUE;France;Uruguay;2;#N/D
2018;7;6;Brazil 1 x 2 Belgium;Brazil;Belgium;1;2;FIFA World Cup;Kazan;Russia;;;TRUE;Belgium;Brazil;1;BR
2018;7;7;Sweden 0 x 2 England;Sweden;England;0;2;FIFA World Cup;Samara;Russia;;;TRUE;England;Sweden;2;#N/D
2018;7;7;Russia 2 x 2 Croatia;Russia;Croatia;2;2;FIFA World Cup;Sochi;Russia;;;FALSE;Draw;Draw;0;#N/D
2018;7;10;France 1 x 0 Belgium;France;Belgium;1;0;FIFA World Cup;Saint Petersburg;Russia;;;TRUE;France;Belgium;1;#N/D
2018;7;11;Croatia 2 x 1 England;Croatia;England;2;1;FIFA World Cup;Moscow;Russia;;;TRUE;Croatia;England;1;#N/D
2018;7;14;Belgium 2 x 0 England;Belgium;England;2;0;FIFA World Cup;Saint Petersburg;Russia;;;TRUE;Belgium;England;2;#N/D
2018;7;15;France 4 x 2 Croatia;France;Croatia;4;2;FIFA World Cup;Moscow;Russia;;;TRUE;France;Croatia;2;#N/D
